Step,E_pot,E_kin,Temp,AddedToTrainingSet
503,-125.3927,2.7980,541.1,False
504,-125.3922,2.7657,534.9,False
505,-125.3915,2.7920,540.0,False
506,-125.3914,2.7302,528.0,False
507,-125.3918,2.7056,523.3,False
508,-125.3909,2.7779,537.3,False
509,-125.3897,2.7392,529.8,False
510,-125.3900,2.7926,540.1,False
511,-125.3911,2.7370,529.4,False
512,-125.3913,2.7216,526.4,False
513,-125.3918,2.6869,519.7,False
514,-125.3922,2.6636,515.2,False
515,-125.3917,2.6550,513.5,False
516,-125.3915,2.6720,516.8,False
517,-125.3914,2.7039,523.0,False
518,-125.3910,2.7088,523.9,False
519,-125.3894,2.7850,538.7,False
520,-125.3878,2.7613,534.0,False
521,-125.3863,2.7573,533.3,False
522,-125.3859,2.8169,544.8,False
523,-125.3859,2.8222,545.8,False
524,-125.3855,2.7915,539.9,False
525,-125.3846,2.8275,546.9,False
526,-125.3843,2.8903,559.0,False
527,-125.3847,2.8491,551.0,False
528,-125.3860,2.7754,536.8,False
529,-125.3886,2.8276,546.9,False
530,-125.3926,2.9055,562.0,False
531,-125.3965,2.8265,546.7,False
532,-125.3989,2.8359,548.5,False
533,-125.4008,2.9377,568.2,False
534,-125.4031,2.9817,576.7,False
535,-125.4064,3.0274,585.5,False
536,-125.4099,2.9547,571.5,False
537,-125.4145,2.9620,572.9,False
538,-125.4071,2.9211,565.0,True
539,-125.4225,2.8854,558.1,False
540,-125.4257,2.8702,555.1,False
541,-125.4292,2.8708,555.2,False
542,-125.4324,2.9472,570.0,False
543,-125.4359,3.0279,585.6,False
544,-125.4402,2.9997,580.2,False
545,-125.4447,2.9508,570.7,False
546,-125.4500,2.9508,570.7,False
547,-125.4549,2.9658,573.6,False
548,-125.4346,2.9732,575.0,True
549,-125.4640,2.9502,570.6,False
550,-125.4692,2.9197,564.7,False
551,-125.4739,2.8734,555.7,False
552,-125.4783,2.9135,563.5,False
553,-125.4814,2.8499,551.2,False
554,-125.4829,2.8653,554.2,False
555,-125.4844,2.9322,567.1,False
556,-125.4861,2.9895,578.2,False
557,-125.4880,2.9948,579.2,False
558,-125.4604,3.0776,595.2,True
559,-125.4939,3.1424,607.8,False
560,-125.4963,3.2479,628.2,False
561,-125.4992,3.2390,626.5,False
562,-125.5023,3.1926,617.5,False
563,-125.5057,3.2295,624.6,False
564,-125.5093,3.2006,619.0,False
565,-125.5120,3.2058,620.0,False
566,-125.5145,3.1712,613.3,False
567,-125.5170,3.1175,603.0,False
568,-125.4837,3.1902,617.0,True
569,-125.5237,3.1523,609.7,False
570,-125.5264,3.1813,615.3,False
571,-125.5283,3.2299,624.7,False
572,-125.5297,3.1500,609.2,False
573,-125.5308,3.1570,610.6,False
574,-125.5312,3.1512,609.5,False
575,-125.5319,3.1138,602.2,False
576,-125.5323,3.1125,602.0,False
577,-125.5322,3.1612,611.4,False
578,-125.4945,3.1697,613.0,True
579,-125.5316,3.2032,619.5,False
580,-125.5321,3.2440,627.4,False
581,-125.5329,3.2670,631.9,False
582,-125.5331,3.1835,615.7,False
583,-125.5332,3.1350,606.3,False
584,-125.5335,3.0831,596.3,False
585,-125.5331,2.9917,578.6,False
586,-125.5318,2.9460,569.8,False
587,-125.5310,2.9230,565.3,False
588,-125.4958,2.9226,565.3,True
589,-125.5287,2.9010,561.1,False
590,-125.5269,2.9615,572.8,False
591,-125.5245,2.9437,569.3,False
592,-125.5217,2.9507,570.7,False
593,-125.5184,2.9167,564.1,False
594,-125.5149,2.9965,579.6,False
595,-125.5108,2.9577,572.0,False
596,-125.5062,3.0055,581.3,False
597,-125.5018,2.9305,566.8,False
598,-125.4648,2.9599,572.5,True
599,-125.4931,2.9815,576.6,False
600,-125.4885,2.9473,570.0,False
601,-125.4835,3.0318,586.4,False
602,-125.4781,3.0150,583.1,False
603,-125.4718,3.0107,582.3,False
