Step,E_pot,E_kin,Temp,AddedToTrainingSet
516,-337.3600,7.5694,915.0,False
517,-337.3086,7.6162,920.6,False
518,-337.2775,7.5195,909.0,False
519,-337.2654,7.4582,901.6,False
520,-337.2636,7.3732,891.3,False
521,-337.2591,7.3071,883.3,False
522,-337.2608,7.0760,855.4,False
523,-337.2746,7.0927,857.4,False
524,-337.3067,7.1409,863.2,False
525,-337.3574,7.3716,891.1,False
526,-337.4206,7.5996,918.6,False
527,-337.4934,7.8482,948.7,False
528,-337.5656,7.8253,945.9,False
529,-337.6297,7.8145,944.6,False
530,-337.6920,7.9787,964.5,False
531,-337.7599,8.1821,989.1,False
532,-337.8415,8.1668,987.2,False
533,-337.9307,8.1448,984.5,False
534,-338.0223,8.2591,998.4,False
535,-338.1187,8.4189,1017.7,False
536,-338.2074,8.5365,1031.9,False
537,-338.2861,8.7938,1063.0,False
538,-338.3653,8.8609,1071.1,False
539,-338.4426,8.9499,1081.9,False
540,-338.5045,8.9941,1087.2,False
541,-338.5466,8.8947,1075.2,False
542,-338.5703,8.7861,1062.1,False
543,-338.5717,8.6605,1046.9,False
544,-338.5481,8.5932,1038.7,False
545,-338.5095,8.4495,1021.4,False
546,-338.4561,8.4036,1015.8,False
547,-338.3907,8.2591,998.4,False
548,-338.3058,8.2289,994.7,False
549,-338.2130,8.0820,977.0,False
550,-338.1165,7.9206,957.4,False
551,-338.0261,7.8297,946.5,False
552,-337.9435,7.6850,929.0,False
553,-337.8768,7.6178,920.8,False
554,-337.8219,7.4417,899.6,False
555,-337.7766,7.6428,923.9,False
556,-337.7469,7.6859,929.1,False
557,-337.7259,7.6837,928.8,False
558,-337.7175,7.7900,941.7,False
559,-337.7235,7.7543,937.3,False
560,-337.7318,7.5665,914.6,False
561,-337.7492,7.4191,896.8,False
562,-337.7771,7.3858,892.8,False
563,-337.8233,7.4707,903.1,False
564,-337.8762,7.5536,913.1,False
565,-337.9327,7.6276,922.0,False
566,-338.0012,7.7817,940.7,False
567,-338.0844,7.8049,943.5,False
568,-338.1662,7.7354,935.1,False
569,-338.2510,8.0794,976.6,False
570,-338.3301,8.0683,975.3,False
571,-338.4021,8.1246,982.1,False
572,-338.4774,8.2481,997.0,False
573,-338.5529,8.1679,987.3,False
574,-338.6277,8.1683,987.4,False
575,-338.6963,8.1561,985.9,False
576,-338.7577,8.2248,994.2,False
577,-338.8154,8.3953,1014.8,False
578,-338.8697,8.5191,1029.8,False
579,-338.9140,8.4876,1026.0,False
580,-338.9444,8.4661,1023.4,False
581,-338.9594,8.6296,1043.1,False
582,-338.9656,8.6469,1045.2,False
583,-338.9679,8.7008,1051.8,False
584,-338.9609,8.6567,1046.4,False
585,-338.9456,8.7411,1056.6,False
586,-338.9175,8.6985,1051.5,False
587,-338.8875,8.6515,1045.8,False
588,-338.8422,8.4526,1021.8,False
589,-338.7887,8.4001,1015.4,False
590,-338.7288,8.2323,995.1,False
591,-338.6801,8.0205,969.5,False
592,-338.6346,7.9480,960.8,False
593,-338.5898,8.0449,972.5,False
594,-338.5555,7.8230,945.6,False
